epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,9245.62,0.50639,0.42285,1.03701,0.90415,0.88224,0.9333,0.795,0.73026,0.46948,1.25899,0.000806975,0.000806975,0.000806975
181,9296.89,0.50308,0.40847,1.03806,0.92443,0.88371,0.9406,0.80558,0.71046,0.4596,1.22804,0.0008045,0.0008045,0.0008045
182,9348.21,0.49315,0.40184,1.02375,0.934,0.87453,0.93926,0.80036,0.75728,0.47895,1.31196,0.000802025,0.000802025,0.000802025
183,9399.58,0.50535,0.4067,1.03681,0.89921,0.89935,0.9348,0.80001,0.71829,0.4651,1.23734,0.00079955,0.00079955,0.00079955
184,9450.8,0.49603,0.4019,1.03252,0.92794,0.8742,0.93835,0.79796,0.73473,0.44634,1.25817,0.000797075,0.000797075,0.000797075
185,9502.08,0.49001,0.40439,1.03439,0.89004,0.91793,0.94439,0.80756,0.6988,0.44276,1.23302,0.0007946,0.0007946,0.0007946
186,9553.38,0.50532,0.41086,1.033,0.91304,0.90272,0.93492,0.80039,0.71684,0.46195,1.25706,0.000792125,0.000792125,0.000792125
187,9604.62,0.48787,0.40518,1.0168,0.93891,0.88596,0.9388,0.80187,0.7535,0.46936,1.28613,0.00078965,0.00078965,0.00078965
188,9655.86,0.50843,0.42202,1.0436,0.93691,0.87339,0.9341,0.78781,0.76493,0.45817,1.33413,0.000787175,0.000787175,0.000787175
189,9707.1,0.49142,0.40576,1.03598,0.8986,0.88222,0.92907,0.7843,0.76388,0.51659,1.2763,0.0007847,0.0007847,0.0007847
190,9758.34,0.48566,0.40303,1.02663,0.95189,0.86719,0.94058,0.79995,0.77999,0.45744,1.34694,0.000782225,0.000782225,0.000782225
191,9809.82,0.47994,0.39052,1.02053,0.93849,0.89226,0.94099,0.80076,0.76617,0.46993,1.3056,0.00077975,0.00077975,0.00077975
192,9861.11,0.49515,0.41971,1.03316,0.94009,0.90138,0.94355,0.80164,0.76559,0.44147,1.27663,0.000777275,0.000777275,0.000777275
193,9912.35,0.49072,0.39631,1.02032,0.94329,0.87835,0.93819,0.80568,0.74088,0.45799,1.29378,0.0007748,0.0007748,0.0007748
194,9963.73,0.47956,0.39799,1.01616,0.93414,0.89753,0.93591,0.80544,0.73933,0.44188,1.3152,0.000772325,0.000772325,0.000772325
195,10015.1,0.48383,0.38961,1.01934,0.9438,0.87398,0.93799,0.79996,0.77164,0.46189,1.35401,0.00076985,0.00076985,0.00076985
196,10066.4,0.4784,0.37694,1.01984,0.93322,0.88454,0.93647,0.80299,0.75827,0.44773,1.33347,0.000767375,0.000767375,0.000767375
197,10117.8,0.47648,0.37824,1.00962,0.93206,0.88084,0.93744,0.80503,0.74389,0.48684,1.26608,0.0007649,0.0007649,0.0007649
198,10169,0.48143,0.40221,1.02573,0.91249,0.90726,0.93992,0.81128,0.71005,0.43485,1.2465,0.000762425,0.000762425,0.000762425
199,10220.5,0.48939,0.39952,1.03626,0.92057,0.90176,0.94301,0.80606,0.72973,0.44633,1.27224,0.00075995,0.00075995,0.00075995
200,10271.7,0.47462,0.38445,1.02054,0.92972,0.89206,0.93795,0.80617,0.74826,0.45426,1.27156,0.000757475,0.000757475,0.000757475
201,10323,0.475,0.38675,1.01211,0.93047,0.89311,0.93839,0.7964,0.7587,0.45477,1.26425,0.000755,0.000755,0.000755
202,10374.2,0.47281,0.37211,1.01692,0.93724,0.88724,0.92732,0.79078,0.71582,0.4445,1.23834,0.000752525,0.000752525,0.000752525
203,10425.4,0.46837,0.38137,1.01052,0.92045,0.89106,0.93538,0.79781,0.72531,0.44654,1.23611,0.00075005,0.00075005,0.00075005
204,10476.7,0.47072,0.37688,1.01748,0.92656,0.89338,0.93747,0.79994,0.7643,0.465,1.27434,0.000747575,0.000747575,0.000747575
205,10528,0.46913,0.38468,1.01539,0.94465,0.88554,0.94431,0.81004,0.72621,0.4409,1.2358,0.0007451,0.0007451,0.0007451
206,10579.3,0.47243,0.38413,1.01999,0.94363,0.88349,0.93878,0.79772,0.72416,0.44849,1.22908,0.000742625,0.000742625,0.000742625
207,10630.5,0.47853,0.38374,1.02432,0.90814,0.90841,0.94636,0.8104,0.72551,0.42744,1.26438,0.00074015,0.00074015,0.00074015
208,10681.7,0.45549,0.37591,1.01684,0.93849,0.88965,0.93915,0.80874,0.6894,0.44477,1.17631,0.000737675,0.000737675,0.000737675
209,10732.9,0.46698,0.38547,1.01297,0.93531,0.88926,0.93341,0.79792,0.73429,0.45036,1.2546,0.0007352,0.0007352,0.0007352
210,10784.2,0.45132,0.36787,1.01279,0.94866,0.89525,0.94132,0.80774,0.70827,0.41492,1.26594,0.000732725,0.000732725,0.000732725
211,10835.4,0.4656,0.38304,1.01492,0.93884,0.88557,0.94264,0.79723,0.73416,0.44665,1.30647,0.00073025,0.00073025,0.00073025
212,10886.6,0.45962,0.36734,1.00623,0.91739,0.8906,0.93642,0.8087,0.69723,0.44218,1.277,0.000727775,0.000727775,0.000727775
213,10937.8,0.46121,0.36974,1.01385,0.93412,0.88292,0.93791,0.80149,0.716,0.44519,1.31044,0.0007253,0.0007253,0.0007253
214,10989,0.46027,0.36612,1.01113,0.91138,0.90663,0.93729,0.80866,0.73403,0.45749,1.31373,0.000722825,0.000722825,0.000722825
215,11040.3,0.457,0.37628,1.01795,0.94917,0.87671,0.93837,0.80181,0.77232,0.44168,1.29843,0.00072035,0.00072035,0.00072035
216,11091.6,0.46294,0.37192,1.01207,0.92251,0.88442,0.93436,0.79533,0.73387,0.4455,1.27145,0.000717875,0.000717875,0.000717875
217,11142.8,0.47476,0.38008,1.0283,0.91842,0.88134,0.93446,0.79639,0.76658,0.47904,1.29878,0.0007154,0.0007154,0.0007154
218,11194,0.46242,0.3853,1.01975,0.94546,0.87055,0.94086,0.8037,0.7493,0.44849,1.28122,0.000712925,0.000712925,0.000712925
219,11245.3,0.46449,0.37843,1.01164,0.92178,0.90052,0.94505,0.80962,0.76199,0.43515,1.34795,0.00071045,0.00071045,0.00071045
220,11296.6,0.46396,0.37086,1.00905,0.91838,0.88963,0.92987,0.79178,0.75318,0.49142,1.31761,0.000707975,0.000707975,0.000707975
221,11348,0.45843,0.37885,1.01249,0.91483,0.90064,0.94095,0.80591,0.73803,0.45241,1.26879,0.0007055,0.0007055,0.0007055
222,11399.1,0.45786,0.36332,1.01019,0.92741,0.90113,0.9381,0.80676,0.75329,0.43408,1.3301,0.000703025,0.000703025,0.000703025
223,11450.4,0.45084,0.36163,1.01064,0.93825,0.88847,0.94208,0.81035,0.75818,0.43752,1.28504,0.00070055,0.00070055,0.00070055
224,11501.7,0.46145,0.3754,1.01243,0.93367,0.87786,0.93649,0.80282,0.75002,0.44546,1.28066,0.000698075,0.000698075,0.000698075
225,11552.9,0.45832,0.36666,1.01693,0.94255,0.88681,0.93765,0.80837,0.69263,0.46,1.18529,0.0006956,0.0006956,0.0006956
226,11604.2,0.45948,0.37404,1.01438,0.92748,0.89502,0.93638,0.80139,0.74178,0.44704,1.30521,0.000693125,0.000693125,0.000693125
227,11655.5,0.45419,0.36198,1.01009,0.93139,0.89994,0.94326,0.80787,0.73632,0.43346,1.28873,0.00069065,0.00069065,0.00069065
228,11706.7,0.44904,0.36438,1.00572,0.94045,0.89167,0.94815,0.80649,0.72893,0.42077,1.28844,0.000688175,0.000688175,0.000688175
