epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
70,670.295,2.02049,0.5546,0.831,1.63079,0.0065845,0.0065845,0.0065845
71,679.671,2.00997,0.5558,0.8313,1.63367,0.006535,0.006535,0.006535
72,688.814,2.01736,0.5562,0.8311,1.63306,0.0064855,0.0064855,0.0064855
73,698.508,1.99725,0.5563,0.8308,1.63337,0.006436,0.006436,0.006436
74,707.677,2.00096,0.5563,0.8308,1.62678,0.0063865,0.0063865,0.0063865
75,716.991,2.01593,0.5579,0.8312,1.62302,0.006337,0.006337,0.006337
76,726.599,1.99177,0.5579,0.8312,1.62231,0.0062875,0.0062875,0.0062875
77,735.891,1.99616,0.5576,0.8305,1.61624,0.006238,0.006238,0.006238
78,745.253,1.98243,0.5585,0.8307,1.62175,0.0061885,0.0061885,0.0061885
79,754.094,1.98931,0.5585,0.8307,1.61631,0.006139,0.006139,0.006139
80,762.686,1.96738,0.5589,0.8314,1.62793,0.0060895,0.0060895,0.0060895
81,772.087,1.96595,0.5596,0.8315,1.61824,0.00604,0.00604,0.00604
82,781.231,1.96461,0.5604,0.8315,1.62747,0.0059905,0.0059905,0.0059905
83,790.246,1.94938,0.5597,0.8326,1.61313,0.005941,0.005941,0.005941
84,799.207,1.94526,0.559,0.8321,1.63027,0.0058915,0.0058915,0.0058915
85,808.265,1.95638,0.5586,0.832,1.64709,0.005842,0.005842,0.005842
86,817.32,1.94478,0.5581,0.8324,1.63203,0.0057925,0.0057925,0.0057925
87,826.018,1.94377,0.5592,0.832,1.62002,0.005743,0.005743,0.005743
88,835.252,1.93953,0.5592,0.8321,1.61228,0.0056935,0.0056935,0.0056935
89,844.589,1.92392,0.5597,0.8317,1.61504,0.005644,0.005644,0.005644
90,853.886,1.92265,0.5604,0.8323,1.61001,0.0055945,0.0055945,0.0055945
91,862.832,1.91214,0.5606,0.8323,1.61221,0.005545,0.005545,0.005545
92,871.864,1.91814,0.5603,0.8327,1.61692,0.0054955,0.0054955,0.0054955
93,880.77,1.91892,0.56,0.8326,1.63755,0.005446,0.005446,0.005446
94,889.812,1.91232,0.5603,0.8332,1.61379,0.0053965,0.0053965,0.0053965
95,899.017,1.92175,0.561,0.8334,1.61421,0.005347,0.005347,0.005347
96,908.16,1.89901,0.561,0.8336,1.63787,0.0052975,0.0052975,0.0052975
97,917.4,1.89674,0.5611,0.8336,1.61538,0.005248,0.005248,0.005248
98,926.826,1.88633,0.561,0.833,1.62544,0.0051985,0.0051985,0.0051985
99,937.257,1.87942,0.5608,0.8341,1.6376,0.005149,0.005149,0.005149
100,947.15,1.87296,0.5618,0.8341,1.6053,0.0050995,0.0050995,0.0050995
101,957.166,1.87293,0.5613,0.8344,1.6261,0.00505,0.00505,0.00505
102,966.697,1.86123,0.5619,0.8339,1.6177,0.0050005,0.0050005,0.0050005
103,976.423,1.85989,0.5619,0.8343,1.62429,0.004951,0.004951,0.004951
104,985.983,1.86697,0.5631,0.8335,1.62957,0.0049015,0.0049015,0.0049015
105,995.478,1.84283,0.5635,0.8331,1.60972,0.004852,0.004852,0.004852
106,1005.27,1.84898,0.5643,0.8337,1.59749,0.0048025,0.0048025,0.0048025
107,1014.43,1.84541,0.5639,0.8343,1.61145,0.004753,0.004753,0.004753
108,1023.27,1.83414,0.563,0.834,1.61968,0.0047035,0.0047035,0.0047035
109,1032.9,1.82485,0.563,0.8339,1.61592,0.004654,0.004654,0.004654
110,1042.8,1.81915,0.5632,0.834,1.60276,0.0046045,0.0046045,0.0046045
111,1052.28,1.83256,0.5635,0.8335,1.60554,0.004555,0.004555,0.004555
112,1061.7,1.81344,0.5634,0.8332,1.60222,0.0045055,0.0045055,0.0045055
113,1070.84,1.81229,0.5632,0.8329,1.59944,0.004456,0.004456,0.004456
114,1080.04,1.79679,0.5632,0.8334,1.61233,0.0044065,0.0044065,0.0044065
115,1089.03,1.7839,0.5633,0.8334,1.59727,0.004357,0.004357,0.004357
116,1098.61,1.78566,0.5643,0.8336,1.61084,0.0043075,0.0043075,0.0043075
117,1108.47,1.76739,0.5655,0.8343,1.61143,0.004258,0.004258,0.004258
118,1118.19,1.75402,0.5657,0.8349,1.6054,0.0042085,0.0042085,0.0042085
119,1126.96,1.76549,0.5666,0.8346,1.59822,0.004159,0.004159,0.004159
120,1136.65,1.76747,0.5659,0.835,1.59512,0.0041095,0.0041095,0.0041095
121,1146.41,1.76406,0.5653,0.8355,1.59924,0.00406,0.00406,0.00406
122,1156.63,1.75525,0.5659,0.8351,1.61047,0.0040105,0.0040105,0.0040105
123,1166.64,1.73766,0.5668,0.8354,1.60503,0.003961,0.003961,0.003961
124,1176.45,1.73183,0.5669,0.8347,1.58696,0.0039115,0.0039115,0.0039115
125,1186.48,1.73048,0.5669,0.835,1.58699,0.003862,0.003862,0.003862
126,1196.31,1.73294,0.5674,0.8352,1.59617,0.0038125,0.0038125,0.0038125
127,1205.98,1.7109,0.567,0.8359,1.61089,0.003763,0.003763,0.003763
128,1214.84,1.71686,0.5667,0.8362,1.59548,0.0037135,0.0037135,0.0037135
129,1223.75,1.69867,0.5651,0.8356,1.60088,0.003664,0.003664,0.003664
130,1232.73,1.71397,0.5642,0.8361,1.595,0.0036145,0.0036145,0.0036145
131,1241.73,1.70945,0.5646,0.8357,1.58428,0.003565,0.003565,0.003565
132,1250.94,1.69336,0.5654,0.8364,1.59587,0.0035155,0.0035155,0.0035155
133,1260.29,1.68878,0.566,0.837,1.5929,0.003466,0.003466,0.003466
134,1269.8,1.66376,0.5655,0.8367,1.60891,0.0034165,0.0034165,0.0034165
135,1279.24,1.65575,0.5658,0.8366,1.59875,0.003367,0.003367,0.003367
136,1288.24,1.66127,0.5659,0.8379,1.58071,0.0033175,0.0033175,0.0033175
137,1297.48,1.64846,0.5662,0.8374,1.59331,0.003268,0.003268,0.003268
138,1306.51,1.62775,0.568,0.8379,1.60911,0.0032185,0.0032185,0.0032185
139,1315.97,1.62759,0.5686,0.8374,1.58059,0.003169,0.003169,0.003169
140,1325.29,1.61741,0.5684,0.8375,1.59548,0.0031195,0.0031195,0.0031195
141,1334.44,1.60696,0.5683,0.8384,1.5781,0.00307,0.00307,0.00307
142,1343.41,1.60951,0.5686,0.8384,1.5896,0.0030205,0.0030205,0.0030205
143,1352.72,1.59693,0.5685,0.8384,1.6075,0.002971,0.002971,0.002971
144,1361.85,1.59655,0.5678,0.8381,1.59143,0.0029215,0.0029215,0.0029215
145,1371.24,1.57973,0.5684,0.8372,1.58958,0.002872,0.002872,0.002872
146,1381.16,1.56994,0.5693,0.8378,1.56562,0.0028225,0.0028225,0.0028225
147,1390.37,1.56403,0.569,0.8374,1.56995,0.002773,0.002773,0.002773
148,1399.85,1.54684,0.5696,0.8372,1.57859,0.0027235,0.0027235,0.0027235
149,1409.3,1.54141,0.5702,0.8362,1.60061,0.002674,0.002674,0.002674
150,1419.01,1.5396,0.5691,0.8362,1.58411,0.0026245,0.0026245,0.0026245
151,1428.71,1.54693,0.5694,0.8362,1.58889,0.002575,0.002575,0.002575
152,1437.71,1.536,0.5686,0.8362,1.58748,0.0025255,0.0025255,0.0025255
153,1447.14,1.52912,0.569,0.8364,1.56569,0.002476,0.002476,0.002476
154,1456.79,1.51449,0.5704,0.8361,1.58735,0.0024265,0.0024265,0.0024265
155,1466.53,1.50182,0.5707,0.8372,1.58533,0.002377,0.002377,0.002377
156,1476.27,1.49262,0.5706,0.8376,1.58235,0.0023275,0.0023275,0.0023275
157,1486.04,1.48241,0.5709,0.8373,1.58701,0.002278,0.002278,0.002278
158,1495.51,1.48183,0.5708,0.8374,1.5895,0.0022285,0.0022285,0.0022285
159,1504.83,1.46542,0.5714,0.8373,1.57856,0.002179,0.002179,0.002179
160,1514.45,1.46607,0.571,0.8365,1.56753,0.0021295,0.0021295,0.0021295
161,1524.45,1.43571,0.5709,0.8365,1.5865,0.00208,0.00208,0.00208
162,1533.95,1.44578,0.5714,0.8365,1.5979,0.0020305,0.0020305,0.0020305
163,1543.71,1.4368,0.5714,0.8363,1.57402,0.001981,0.001981,0.001981
164,1553.24,1.42315,0.5716,0.8362,1.56849,0.0019315,0.0019315,0.0019315
165,1562.74,1.41832,0.5717,0.8357,1.60112,0.001882,0.001882,0.001882
166,1572.42,1.39845,0.5715,0.8349,1.59944,0.0018325,0.0018325,0.0018325
167,1582.63,1.37737,0.5718,0.8351,1.58955,0.001783,0.001783,0.001783
168,1592.59,1.37118,0.5716,0.8351,1.59365,0.0017335,0.0017335,0.0017335
169,1602.16,1.36904,0.5718,0.8347,1.58308,0.001684,0.001684,0.001684
170,1611.41,1.35476,0.5722,0.8345,1.57927,0.0016345,0.0016345,0.0016345
171,1621.01,1.33722,0.5722,0.8348,1.58599,0.001585,0.001585,0.001585
172,1630.21,1.33677,0.5721,0.834,1.59451,0.0015355,0.0015355,0.0015355
173,1640.29,1.32699,0.5723,0.8325,1.58049,0.001486,0.001486,0.001486
174,1649.53,1.31141,0.5731,0.8322,1.60498,0.0014365,0.0014365,0.0014365
175,1659.03,1.30723,0.5734,0.8325,1.58149,0.001387,0.001387,0.001387
176,1668.31,1.28499,0.5743,0.8331,1.59731,0.0013375,0.0013375,0.0013375
177,1677.63,1.28399,0.5754,0.8324,1.58308,0.001288,0.001288,0.001288
178,1687.35,1.26486,0.5751,0.8328,1.59285,0.0012385,0.0012385,0.0012385
179,1696.89,1.2422,0.5754,0.8321,1.57981,0.001189,0.001189,0.001189
180,1706.56,1.24727,0.5754,0.8325,1.60537,0.0011395,0.0011395,0.0011395
181,1715.93,1.21443,0.5755,0.8336,1.59282,0.00109,0.00109,0.00109
182,1725.19,1.21335,0.5755,0.834,1.59304,0.0010405,0.0010405,0.0010405
183,1734.24,1.20539,0.575,0.8333,1.60066,0.000991,0.000991,0.000991
184,1743.47,1.18652,0.5749,0.8329,1.57358,0.0009415,0.0009415,0.0009415
185,1752.45,1.18252,0.5741,0.8322,1.58015,0.000892,0.000892,0.000892
186,1761.16,1.1555,0.5741,0.8326,1.59194,0.0008425,0.0008425,0.0008425
187,1771.24,1.13639,0.5739,0.8324,1.60413,0.000793,0.000793,0.000793
188,1780.72,1.12633,0.5733,0.8322,1.59446,0.0007435,0.0007435,0.0007435
189,1790.07,1.10963,0.5734,0.8318,1.60293,0.000694,0.000694,0.000694
190,1799.53,1.10511,0.5738,0.8318,1.59451,0.0006445,0.0006445,0.0006445
191,1808.99,1.09749,0.573,0.8314,1.60945,0.000595,0.000595,0.000595
192,1818.11,1.07353,0.5734,0.8306,1.62322,0.0005455,0.0005455,0.0005455
193,1827.63,1.05611,0.5729,0.8314,1.61899,0.000496,0.000496,0.000496
194,1836.83,1.04111,0.5737,0.8311,1.61125,0.0004465,0.0004465,0.0004465
195,1846.14,1.03599,0.5749,0.8296,1.59384,0.000397,0.000397,0.000397
196,1855.32,1.01929,0.5749,0.8297,1.61953,0.0003475,0.0003475,0.0003475
197,1864.93,0.99762,0.5753,0.8288,1.62666,0.000298,0.000298,0.000298
198,1874.05,0.99894,0.5749,0.8276,1.63054,0.0002485,0.0002485,0.0002485
199,1882.95,0.98934,0.5754,0.8275,1.61855,0.000199,0.000199,0.000199
200,1892.24,0.96063,0.5752,0.8272,1.61824,0.0001495,0.0001495,0.0001495
