epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,5161.01,0.47528,0.37589,1.01619,0.93336,0.89815,0.95758,0.82468,0.74054,0.43569,1.25457,0.00079955,0.00079955,0.00079955
184,5189.3,0.48092,0.37597,1.01892,0.91456,0.92843,0.95462,0.80897,0.7754,0.42409,1.3141,0.000797075,0.000797075,0.000797075
185,5217.46,0.47868,0.36769,1.02232,0.90911,0.89372,0.93921,0.8024,0.78466,0.50258,1.22243,0.0007946,0.0007946,0.0007946
186,5245.7,0.47838,0.37839,1.02067,0.91932,0.88837,0.94653,0.80847,0.78258,0.46119,1.25086,0.000792125,0.000792125,0.000792125
187,5273.87,0.48469,0.37963,1.02221,0.9145,0.88565,0.93743,0.79428,0.67505,0.44684,1.1806,0.00078965,0.00078965,0.00078965
188,5302.09,0.49241,0.38443,1.02612,0.93725,0.88343,0.94702,0.81013,0.64516,0.43678,1.1232,0.000787175,0.000787175,0.000787175
189,5330.33,0.47745,0.37481,1.01347,0.93033,0.89939,0.95318,0.81563,0.81921,0.47137,1.26185,0.0007847,0.0007847,0.0007847
190,5358.47,0.48036,0.37012,1.01733,0.91923,0.90286,0.95068,0.81545,0.79816,0.46162,1.25557,0.000782225,0.000782225,0.000782225
191,5386.71,0.472,0.36486,1.01198,0.96143,0.89354,0.9526,0.8126,0.66812,0.43572,1.14127,0.00077975,0.00077975,0.00077975
192,5414.85,0.48065,0.36904,1.01909,0.93594,0.89865,0.94948,0.81363,0.94832,0.52628,1.57418,0.000777275,0.000777275,0.000777275
193,5443.01,0.48272,0.37932,1.02587,0.94764,0.88138,0.95442,0.81991,0.87754,0.48299,1.38811,0.0007748,0.0007748,0.0007748
194,5471.13,0.4659,0.36564,1.00883,0.95365,0.89819,0.95075,0.81042,0.88115,0.48974,1.37997,0.000772325,0.000772325,0.000772325
195,5499.36,0.47797,0.372,1.01467,0.95273,0.89099,0.94783,0.81315,0.79285,0.51612,1.23142,0.00076985,0.00076985,0.00076985
196,5527.49,0.47115,0.37451,1.01304,0.93383,0.91345,0.94905,0.81065,0.86405,0.47282,1.32893,0.000767375,0.000767375,0.000767375
197,5555.65,0.46719,0.36345,1.01171,0.9301,0.88476,0.94587,0.81041,0.89048,0.45487,1.38408,0.0007649,0.0007649,0.0007649
198,5583.8,0.46248,0.36675,1.01343,0.93855,0.88622,0.95094,0.81896,0.87697,0.43734,1.39788,0.000762425,0.000762425,0.000762425
199,5611.96,0.46611,0.36098,1.01768,0.9287,0.91231,0.94642,0.80915,0.88029,0.44831,1.43662,0.00075995,0.00075995,0.00075995
200,5640.11,0.46341,0.35712,1.01599,0.91685,0.87274,0.93893,0.80314,0.88055,0.45231,1.40502,0.000757475,0.000757475,0.000757475
201,5668.34,0.46823,0.36869,1.01664,0.93409,0.90637,0.95351,0.80569,0.79683,0.43579,1.32507,0.000755,0.000755,0.000755
202,5696.49,0.48492,0.37606,1.02703,0.96198,0.88843,0.94691,0.80739,0.79608,0.44855,1.3958,0.000752525,0.000752525,0.000752525
203,5724.65,0.46476,0.34985,1.00779,0.94975,0.89981,0.95547,0.81506,0.81236,0.44407,1.37458,0.00075005,0.00075005,0.00075005
204,5752.79,0.45695,0.34658,1.00189,0.93368,0.91866,0.95813,0.82703,0.7649,0.4144,1.3093,0.000747575,0.000747575,0.000747575
205,5781.05,0.45574,0.35674,1.00447,0.9242,0.90715,0.95534,0.82667,0.69462,0.55515,1.15726,0.0007451,0.0007451,0.0007451
206,5809.19,0.4651,0.37479,1.01222,0.94849,0.89815,0.95037,0.82816,0.76077,0.4268,1.36458,0.000742625,0.000742625,0.000742625
207,5837.43,0.46952,0.37148,1.01346,0.94173,0.88278,0.94454,0.81944,0.77427,0.43446,1.41927,0.00074015,0.00074015,0.00074015
208,5865.57,0.47196,0.362,1.01302,0.92186,0.8852,0.93799,0.81186,0.74147,0.57619,1.21592,0.000737675,0.000737675,0.000737675
209,5893.74,0.46382,0.35504,1.00217,0.92099,0.89765,0.95025,0.8108,0.78476,0.50489,1.26003,0.0007352,0.0007352,0.0007352
210,5921.9,0.4546,0.35046,1.00533,0.92924,0.89903,0.94745,0.81072,0.81186,0.4532,1.37384,0.000732725,0.000732725,0.000732725
211,5950.06,0.44463,0.34788,0.99958,0.94206,0.87299,0.94648,0.80843,0.83723,0.49083,1.43316,0.00073025,0.00073025,0.00073025
212,5978.21,0.4492,0.35535,0.99829,0.92388,0.90835,0.95263,0.82427,0.77478,0.43994,1.28208,0.000727775,0.000727775,0.000727775
213,6006.38,0.45216,0.35767,1.0048,0.92181,0.87797,0.93873,0.81501,0.80664,0.49594,1.36057,0.0007253,0.0007253,0.0007253
214,6034.53,0.45779,0.34626,1.00206,0.92533,0.89739,0.94069,0.80601,0.79744,0.46585,1.37025,0.000722825,0.000722825,0.000722825
215,6062.77,0.46117,0.35611,1.01118,0.95028,0.87301,0.94698,0.80878,0.79982,0.45139,1.41248,0.00072035,0.00072035,0.00072035
216,6090.93,0.45505,0.35834,1.00491,0.91246,0.8999,0.93982,0.81232,0.78271,0.46367,1.30705,0.000717875,0.000717875,0.000717875
217,6119.09,0.44883,0.34932,1.00728,0.94529,0.88032,0.95249,0.82335,0.76802,0.43101,1.32489,0.0007154,0.0007154,0.0007154
218,6147.32,0.4604,0.36531,1.01191,0.94202,0.89377,0.95086,0.82454,0.77306,0.41156,1.33713,0.000712925,0.000712925,0.000712925
219,6175.56,0.45005,0.34614,1.00514,0.92816,0.9087,0.9526,0.82483,0.78326,0.40929,1.37632,0.00071045,0.00071045,0.00071045
220,6203.71,0.46185,0.34889,1.00762,0.94156,0.89989,0.94949,0.81488,0.80297,0.43402,1.43889,0.000707975,0.000707975,0.000707975
221,6231.87,0.45686,0.35701,1.00805,0.9527,0.86743,0.9477,0.81311,0.83982,0.49778,1.32156,0.0007055,0.0007055,0.0007055
222,6260.16,0.42699,0.33347,0.99404,0.96218,0.88462,0.9545,0.81771,0.83435,0.47202,1.31878,0.000703025,0.000703025,0.000703025
223,6288.33,0.44497,0.34769,0.99784,0.92962,0.908,0.95446,0.82266,0.78135,0.41274,1.24258,0.00070055,0.00070055,0.00070055
224,6316.54,0.44985,0.34809,0.99892,0.94881,0.89851,0.95555,0.82145,0.79305,0.39827,1.33824,0.000698075,0.000698075,0.000698075
225,6344.7,0.4489,0.34304,1.00725,0.94003,0.87403,0.94686,0.80782,0.82368,0.4794,1.44909,0.0006956,0.0006956,0.0006956
226,6372.85,0.45408,0.34359,1.00538,0.97609,0.88729,0.95784,0.81609,0.78905,0.40391,1.38029,0.000693125,0.000693125,0.000693125
227,6401.08,0.45245,0.35,1.00736,0.94531,0.90843,0.95824,0.82114,0.81116,0.415,1.34637,0.00069065,0.00069065,0.00069065
228,6429.22,0.44934,0.34868,0.99752,0.93205,0.89183,0.94613,0.81354,0.77783,0.4712,1.33976,0.000688175,0.000688175,0.000688175
229,6457.38,0.4496,0.34966,0.99947,0.9278,0.91692,0.95094,0.81617,0.76556,0.40032,1.26184,0.0006857,0.0006857,0.0006857
230,6485.61,0.45129,0.35438,1.00823,0.9333,0.90397,0.95109,0.81265,0.75863,0.39951,1.28168,0.000683225,0.000683225,0.000683225
231,6513.76,0.44493,0.35042,1.00359,0.93932,0.89644,0.96095,0.83062,0.79014,0.42539,1.27337,0.00068075,0.00068075,0.00068075
232,6542,0.4575,0.36075,1.01118,0.95577,0.88967,0.95891,0.82681,0.82135,0.44274,1.40881,0.000678275,0.000678275,0.000678275
233,6570.17,0.43219,0.33751,0.99497,0.93388,0.91724,0.95258,0.81914,0.79404,0.43207,1.38333,0.0006758,0.0006758,0.0006758
234,6598.38,0.43776,0.33799,0.9996,0.95516,0.90843,0.95497,0.82392,0.79631,0.41915,1.39982,0.000673325,0.000673325,0.000673325
235,6626.57,0.42667,0.32244,0.98722,0.94019,0.88447,0.95,0.80718,0.81118,0.42465,1.39125,0.00067085,0.00067085,0.00067085
236,6654.73,0.42628,0.32528,0.98491,0.94949,0.89024,0.94605,0.8092,0.78939,0.42084,1.40253,0.000668375,0.000668375,0.000668375
237,6682.89,0.44174,0.33814,0.9972,0.95824,0.87011,0.94542,0.81853,0.81385,0.43613,1.40216,0.0006659,0.0006659,0.0006659
238,6711.05,0.43166,0.32596,0.9917,0.93438,0.89974,0.94803,0.80768,0.8214,0.4499,1.46385,0.000663425,0.000663425,0.000663425
239,6739.28,0.42514,0.3244,0.98526,0.94088,0.90165,0.95295,0.81942,0.79869,0.43079,1.44763,0.00066095,0.00066095,0.00066095
240,6767.42,0.43158,0.33203,0.98869,0.94637,0.89686,0.94711,0.80494,0.80776,0.43935,1.44212,0.000658475,0.000658475,0.000658475
241,6795.57,0.42762,0.32289,0.98673,0.92247,0.90859,0.95002,0.81546,0.77077,0.40951,1.39999,0.000656,0.000656,0.000656
242,6823.7,0.43251,0.32981,0.98749,0.93496,0.8877,0.94208,0.81044,0.79688,0.44705,1.44047,0.000653525,0.000653525,0.000653525
243,6851.92,0.42605,0.31999,0.9875,0.93182,0.87617,0.93724,0.81167,0.78095,0.45906,1.27903,0.00065105,0.00065105,0.00065105
244,6880.07,0.43649,0.34467,0.98983,0.92711,0.90024,0.95171,0.82114,0.7908,0.44399,1.41344,0.000648575,0.000648575,0.000648575
245,6908.24,0.43111,0.32703,0.98636,0.9101,0.91298,0.95203,0.82614,0.78452,0.45251,1.4747,0.0006461,0.0006461,0.0006461
246,6936.39,0.44053,0.3341,1.00087,0.92192,0.91223,0.94241,0.81864,0.77636,0.42176,1.3888,0.000643625,0.000643625,0.000643625
247,6964.65,0.42198,0.32894,0.98043,0.94031,0.8849,0.9399,0.81235,0.76086,0.41731,1.31417,0.00064115,0.00064115,0.00064115
248,6992.9,0.42217,0.32989,0.98499,0.91809,0.89954,0.94338,0.8107,0.78087,0.41322,1.3521,0.000638675,0.000638675,0.000638675
249,7021.06,0.41802,0.30906,0.97778,0.89341,0.91278,0.94476,0.81607,0.78428,0.44834,1.43433,0.0006362,0.0006362,0.0006362
250,7049.2,0.42037,0.32893,0.98968,0.93108,0.86577,0.94337,0.81604,0.7268,0.4694,1.20751,0.000633725,0.000633725,0.000633725
251,7077.41,0.41634,0.32522,0.97824,0.94927,0.90657,0.95708,0.81687,0.69244,0.37923,1.19731,0.00063125,0.00063125,0.00063125
252,7105.65,0.40781,0.30693,0.98129,0.93729,0.88432,0.94519,0.81812,0.78084,0.41333,1.27634,0.000628775,0.000628775,0.000628775
253,7133.8,0.4262,0.33299,0.99158,0.95531,0.91787,0.95812,0.8317,0.77002,0.38222,1.35934,0.0006263,0.0006263,0.0006263
254,7162.04,0.43028,0.32955,0.99036,0.95697,0.89345,0.95898,0.83621,0.67442,0.42244,1.12811,0.000623825,0.000623825,0.000623825
255,7190.28,0.41053,0.31686,0.98075,0.93084,0.91791,0.95529,0.82937,0.61982,0.36481,1.12728,0.00062135,0.00062135,0.00062135
256,7218.43,0.4139,0.30943,0.97872,0.9629,0.87934,0.94875,0.82027,0.63623,0.36727,1.1615,0.000618875,0.000618875,0.000618875
257,7246.59,0.40696,0.31804,0.97745,0.93239,0.90891,0.94749,0.82394,0.63634,0.39515,1.15255,0.0006164,0.0006164,0.0006164
258,7274.79,0.41211,0.31021,0.97975,0.93891,0.87446,0.94446,0.82072,0.74132,0.52721,1.20514,0.000613925,0.000613925,0.000613925
259,7302.94,0.4101,0.30781,0.97617,0.9361,0.90428,0.95412,0.82552,0.79004,0.42624,1.45203,0.00061145,0.00061145,0.00061145
260,7331.09,0.428,0.31961,0.98864,0.94091,0.90568,0.9476,0.8227,0.78001,0.42739,1.41633,0.000608975,0.000608975,0.000608975
261,7359.25,0.43356,0.33141,0.9888,0.96365,0.90201,0.94884,0.81475,0.8627,0.43636,1.48458,0.0006065,0.0006065,0.0006065
262,7387.41,0.40945,0.31028,0.97939,0.96798,0.88509,0.94635,0.82439,0.7783,0.42827,1.42697,0.000604025,0.000604025,0.000604025
263,7415.57,0.41192,0.31527,0.98038,0.95973,0.88621,0.94837,0.82624,0.76335,0.41174,1.44223,0.00060155,0.00060155,0.00060155
264,7443.7,0.39875,0.30784,0.97778,0.958,0.88949,0.95298,0.82895,0.7584,0.39557,1.38896,0.000599075,0.000599075,0.000599075
265,7471.84,0.4048,0.30399,0.97413,0.9659,0.88832,0.9424,0.8117,0.77364,0.43385,1.37635,0.0005966,0.0005966,0.0005966
266,7500.04,0.40779,0.29864,0.96561,0.94859,0.89365,0.94742,0.81401,0.78211,0.40879,1.41179,0.000594125,0.000594125,0.000594125
267,7528.18,0.42477,0.31795,0.98912,0.96059,0.89441,0.94701,0.82069,0.79564,0.42584,1.42635,0.00059165,0.00059165,0.00059165
268,7556.32,0.40794,0.31249,0.97245,0.928,0.91813,0.95258,0.82378,0.76161,0.42168,1.46899,0.000589175,0.000589175,0.000589175
269,7584.47,0.41884,0.3192,0.97956,0.94062,0.89608,0.94916,0.8152,0.77205,0.42241,1.5398,0.0005867,0.0005867,0.0005867
270,7612.6,0.41343,0.31167,0.97902,0.94031,0.91062,0.94875,0.81672,0.78959,0.41393,1.45527,0.000584225,0.000584225,0.000584225
271,7640.81,0.40826,0.30909,0.97995,0.93921,0.88142,0.9402,0.81485,0.78873,0.43588,1.48384,0.00058175,0.00058175,0.00058175
272,7669.02,0.40404,0.30601,0.97672,0.94269,0.89854,0.95041,0.82374,0.77694,0.42471,1.4785,0.000579275,0.000579275,0.000579275
273,7697.18,0.40056,0.31283,0.97848,0.94103,0.88767,0.94518,0.81704,0.79499,0.44764,1.43332,0.0005768,0.0005768,0.0005768
274,7725.38,0.40246,0.31003,0.97471,0.93925,0.90278,0.94531,0.82473,0.78242,0.42721,1.43358,0.000574325,0.000574325,0.000574325
275,7753.61,0.40561,0.31368,0.97989,0.93752,0.89416,0.94933,0.82077,0.78153,0.44635,1.45571,0.00057185,0.00057185,0.00057185
276,7781.74,0.40696,0.30844,0.97812,0.94646,0.88245,0.94686,0.82019,0.7761,0.44111,1.47807,0.000569375,0.000569375,0.000569375
277,7809.9,0.41923,0.31909,0.98763,0.93214,0.89711,0.94979,0.81629,0.78908,0.43923,1.58139,0.0005669,0.0005669,0.0005669
278,7838.04,0.39229,0.29429,0.97138,0.93952,0.91144,0.95101,0.82311,0.7912,0.41382,1.56112,0.000564425,0.000564425,0.000564425
279,7866.18,0.39694,0.30032,0.96768,0.95129,0.88912,0.95156,0.82399,0.78802,0.42284,1.55691,0.00056195,0.00056195,0.00056195
280,7894.39,0.39618,0.29921,0.97049,0.93974,0.90467,0.95229,0.82511,0.78768,0.41642,1.53259,0.000559475,0.000559475,0.000559475
281,7922.53,0.39542,0.29688,0.96749,0.92509,0.90295,0.94915,0.82626,0.78089,0.42176,1.54724,0.000557,0.000557,0.000557
282,7950.67,0.39454,0.29641,0.96486,0.8923,0.92707,0.95093,0.82621,0.76929,0.43175,1.49329,0.000554525,0.000554525,0.000554525
283,7978.84,0.38608,0.29851,0.95394,0.95282,0.89865,0.94728,0.82462,0.7748,0.39881,1.48534,0.00055205,0.00055205,0.00055205
284,8007.06,0.3964,0.30607,0.96692,0.95846,0.91614,0.95355,0.8285,0.76602,0.40202,1.48852,0.000549575,0.000549575,0.000549575
