epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
48,2129.89,3.00701,0.3732,0.6949,2.4836,0.005347,0.005347,0.005347
49,2175.99,3.01976,0.375,0.696,2.47444,0.005248,0.005248,0.005248
50,2221.47,3.00231,0.3767,0.6979,2.46562,0.005149,0.005149,0.005149
51,2265.26,2.96081,0.3788,0.7002,2.45383,0.00505,0.00505,0.00505
52,2310.32,2.96195,0.3828,0.7008,2.44475,0.004951,0.004951,0.004951
53,2354.99,2.95374,0.3854,0.7019,2.43411,0.004852,0.004852,0.004852
54,2400.14,2.92706,0.388,0.7048,2.42239,0.004753,0.004753,0.004753
55,2446.58,2.92066,0.3891,0.7061,2.41243,0.004654,0.004654,0.004654
56,2491.64,2.90958,0.3906,0.7078,2.40229,0.004555,0.004555,0.004555
57,2537.38,2.91583,0.3923,0.71,2.39299,0.004456,0.004456,0.004456
58,2582.89,2.9177,0.3938,0.7112,2.38404,0.004357,0.004357,0.004357
59,2627.5,2.91867,0.3941,0.7134,2.37615,0.004258,0.004258,0.004258
60,2672.23,2.88655,0.3971,0.7146,2.36611,0.004159,0.004159,0.004159
61,2717.72,2.88117,0.399,0.7187,2.35689,0.00406,0.00406,0.00406
62,2763.55,2.87477,0.4015,0.721,2.34662,0.003961,0.003961,0.003961
63,2807.05,2.8491,0.4016,0.7232,2.33657,0.003862,0.003862,0.003862
64,2851.03,2.83197,0.4049,0.7237,2.32677,0.003763,0.003763,0.003763
65,2896.23,2.81034,0.4069,0.7255,2.31891,0.003664,0.003664,0.003664
66,2941.02,2.81599,0.4104,0.7274,2.30854,0.003565,0.003565,0.003565
67,2986.34,2.78938,0.4124,0.7286,2.30006,0.003466,0.003466,0.003466
68,3033.5,2.78281,0.4148,0.7314,2.29048,0.003367,0.003367,0.003367
69,3080,2.76538,0.417,0.7335,2.28124,0.003268,0.003268,0.003268
70,3126.07,2.75907,0.4181,0.7343,2.27042,0.003169,0.003169,0.003169
71,3171.41,2.74545,0.4198,0.7354,2.26321,0.00307,0.00307,0.00307
72,3216.4,2.73315,0.4187,0.7366,2.25577,0.002971,0.002971,0.002971
73,3261.63,2.72205,0.42,0.7367,2.24997,0.002872,0.002872,0.002872
74,3307.3,2.72069,0.422,0.7373,2.24562,0.002773,0.002773,0.002773
75,3352.86,2.69111,0.4241,0.7375,2.24007,0.002674,0.002674,0.002674
76,3398.82,2.69438,0.425,0.7391,2.23369,0.002575,0.002575,0.002575
77,3444.83,2.69663,0.4268,0.7404,2.22482,0.002476,0.002476,0.002476
78,3491,2.66579,0.4284,0.7418,2.21823,0.002377,0.002377,0.002377
79,3536.24,2.66237,0.4285,0.743,2.21385,0.002278,0.002278,0.002278
80,3581.47,2.65549,0.4306,0.7441,2.21034,0.002179,0.002179,0.002179
81,3627.49,2.64068,0.4315,0.7451,2.20681,0.00208,0.00208,0.00208
82,3673.74,2.6418,0.4328,0.7462,2.20313,0.001981,0.001981,0.001981
83,3720.54,2.62749,0.4349,0.7473,2.1988,0.001882,0.001882,0.001882
84,3766.88,2.63334,0.437,0.748,2.19477,0.001783,0.001783,0.001783
85,3810.88,2.68567,0.4388,0.7499,2.1829,0.001684,0.001684,0.001684
86,3855.58,2.64552,0.4405,0.751,2.16373,0.001585,0.001585,0.001585
87,3899.38,2.61228,0.4438,0.754,2.14526,0.001486,0.001486,0.001486
88,3942.88,2.59687,0.4466,0.7565,2.1318,0.001387,0.001387,0.001387
89,3986.04,2.59911,0.4487,0.7584,2.12108,0.001288,0.001288,0.001288
90,4028.87,2.55801,0.4489,0.7589,2.11511,0.001189,0.001189,0.001189
91,4072.98,2.5376,0.4498,0.759,2.11043,0.00109,0.00109,0.00109
92,4116.64,2.52339,0.4495,0.7601,2.10711,0.000991,0.000991,0.000991
93,4160.03,2.52926,0.4493,0.7608,2.10705,0.000892,0.000892,0.000892
94,4205.12,2.49507,0.4502,0.7616,2.10445,0.000793,0.000793,0.000793
95,4250.64,2.47976,0.4526,0.7623,2.10246,0.000694,0.000694,0.000694
96,4294.5,2.47799,0.4545,0.7634,2.10159,0.000595,0.000595,0.000595
97,4339.94,2.468,0.455,0.7637,2.09992,0.000496,0.000496,0.000496
98,4383.47,2.45716,0.457,0.7633,2.09576,0.000397,0.000397,0.000397
99,4428.54,2.4466,0.4585,0.7643,2.09233,0.000298,0.000298,0.000298
100,4474.12,2.43068,0.4586,0.7643,2.09073,0.000199,0.000199,0.000199
